info @storybook/react v6.1.15
info 
info => Cleaning outputDir /tmp/chromatic--52269-gRr0kOkvSQM6
info => Copying static files from: public
info => Using prebuilt manager
info => Building preview..
info => Loading preview config..
info => Loading presets
info => Loading 1 config file in "./.storybook"
info => Loading 7 other files in "./.storybook"
info => Adding stories defined in ".storybook/main.js"
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack setup
info => Compiling preview..
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/core/dist/server/common/polyfills.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/core/dist/server/preview/globals.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/storybook-init-framework-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/common/config.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/config.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-links/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/preset/addArgs.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addParameter.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/preview.js-generated-config-entry.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 68% building 1120/1152 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/common/Checkboard.js
<s> [webpack.Progress] 68% building 1120/1153 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/inspection/inspectValue.js
<s> [webpack.Progress] 68% building 1120/1154 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/google/GooglePointer.js
<s> [webpack.Progress] 68% building 1120/1155 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/google/GooglePointerCircle.js
<s> [webpack.Progress] 68% building 1120/1156 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/debounce.js
<s> [webpack.Progress] 68% building 1120/1157 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/_shortOut.js
<s> [webpack.Progress] 68% building 1120/1158 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/blocks/ArgsTable/TabbedArgsTable.js
<s> [webpack.Progress] 67% building 1120/1159 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/blocks/ArgsTable/ArgsTable.js
<s> [webpack.Progress] 67% building 1120/1160 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/RegExpExec.js
<s> [webpack.Progress] 67% building 1121/1160 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/RegExpExec.js
<s> [webpack.Progress] 68% building 1122/1160 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/RegExpExec.js
<s> [webpack.Progress] 67% building 1122/1161 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isTypedArray.js
<s> [webpack.Progress] 67% building 1122/1162 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-array-method-boxes-properly/index.js
<s> [webpack.Progress] 67% building 1123/1162 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-array-method-boxes-properly/index.js
<s> [webpack.Progress] 68% building 1124/1162 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-array-method-boxes-properly/index.js
<s> [webpack.Progress] 67% building 1124/1163 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_listCacheClear.js
<s> [webpack.Progress] 67% building 1124/1164 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_MapCache.js
<s> [webpack.Progress] 67% building 1125/1164 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_MapCache.js
<s> [webpack.Progress] 67% building 1125/1165 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseTimes.js
<s> [webpack.Progress] 67% building 1126/1165 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseTimes.js
<s> [webpack.Progress] 68% building 1127/1165 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseTimes.js
<s> [webpack.Progress] 67% building 1127/1166 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseSetToString.js
<s> [webpack.Progress] 67% building 1127/1167 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/OrdinaryObjectCreate.js
<s> [webpack.Progress] 67% building 1127/1168 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/CreateIterResultObject.js
<s> [webpack.Progress] 67% building 1127/1169 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/source-loader/dist/types.js
<s> [webpack.Progress] 67% building 1128/1169 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/source-loader/dist/types.js
<s> [webpack.Progress] 67% building 1129/1169 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/source-loader/dist/types.js
<s> [webpack.Progress] 67% building 1130/1169 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/source-loader/dist/types.js
<s> [webpack.Progress] 68% building 1131/1169 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/source-loader/dist/types.js
<s> [webpack.Progress] 68% building 1131/1170 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_apply.js
<s> [webpack.Progress] 67% building 1131/1171 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/ansi-to-html/node_modules/entities/lib/decode_codepoint.js
<s> [webpack.Progress] 67% building 1131/1172 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_nativeKeysIn.js
<s> [webpack.Progress] 67% building 1131/1173 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_isPrototype.js
<s> [webpack.Progress] 67% building 1131/1174 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_shortOut.js
<s> [webpack.Progress] 67% building 1132/1174 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_shortOut.js
<s> [webpack.Progress] 67% building 1133/1174 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_shortOut.js
<s> [webpack.Progress] 67% building 1134/1174 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_shortOut.js
<s> [webpack.Progress] 67% building 1134/1175 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/channel-postmessage/node_modules/qs/lib/utils.js
<s> [webpack.Progress] 67% building 1134/1176 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/keys.js
<s> [webpack.Progress] 67% building 1134/1177 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_isIndex.js
<s> [webpack.Progress] 67% building 1135/1177 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_isIndex.js
<s> [webpack.Progress] 67% building 1135/1178 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/use-isomorphic-layout-effect/dist/use-isomorphic-layout-effect.browser.esm.js
<s> [webpack.Progress] 67% building 1135/1179 modules 44 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseGetTag.js
<s> [webpack.Progress] 67% building 1136/1179 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseGetTag.js
<s> [webpack.Progress] 67% building 1136/1180 modules 44 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isBuffer.js
<s> [webpack.Progress] 67% building 1136/1181 modules 45 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArguments.js
<s> [webpack.Progress] 67% building 1137/1181 modules 44 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArguments.js
<s> [webpack.Progress] 67% building 1138/1181 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArguments.js
<s> [webpack.Progress] 67% building 1139/1181 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArguments.js
<s> [webpack.Progress] 67% building 1139/1182 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isSymbol.js
<s> [webpack.Progress] 67% building 1140/1182 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isSymbol.js
<s> [webpack.Progress] 67% building 1141/1182 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isSymbol.js
<s> [webpack.Progress] 67% building 1142/1182 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isSymbol.js
<s> [webpack.Progress] 68% building 1143/1182 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isSymbol.js
<s> [webpack.Progress] 68% building 1144/1182 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isSymbol.js
<s> [webpack.Progress] 68% building 1144/1183 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_Map.js
<s> [webpack.Progress] 67% building 1144/1184 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_listCacheSet.js
<s> [webpack.Progress] 67% building 1144/1185 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/ansi-to-html/node_modules/entities/maps/xml.json
<s> [webpack.Progress] 67% building 1144/1186 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/ansi-to-html/node_modules/entities/maps/entities.json
<s> [webpack.Progress] 67% building 1144/1187 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/ansi-to-html/node_modules/entities/maps/legacy.json
<s> [webpack.Progress] 67% building 1144/1188 modules 44 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseIsEqualDeep.js
<s> [webpack.Progress] 67% building 1144/1189 modules 45 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isObjectLike.js
<s> [webpack.Progress] 67% building 1144/1190 modules 46 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_listCacheHas.js
<s> [webpack.Progress] 67% building 1144/1191 modules 47 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/property-information/lib/util/info.js
<s> [webpack.Progress] 67% building 1144/1192 modules 48 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/property-information/lib/util/defined-info.js
<s> [webpack.Progress] 67% building 1144/1193 modules 49 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1145/1193 modules 48 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1146/1193 modules 47 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1147/1193 modules 46 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1148/1193 modules 45 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1149/1193 modules 44 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1150/1193 modules 43 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1151/1193 modules 42 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1152/1193 modules 41 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 67% building 1153/1193 modules 40 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 68% building 1154/1193 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 68% building 1155/1193 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 68% building 1156/1193 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 68% building 1157/1193 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/flattenNames.js
<s> [webpack.Progress] 68% building 1157/1194 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1158/1194 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1159/1194 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1160/1194 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1161/1194 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1162/1194 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1163/1194 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1164/1194 modules 30 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/loop.js
<s> [webpack.Progress] 68% building 1164/1195 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_listCacheGet.js
<s> [webpack.Progress] 68% building 1164/1196 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1165/1196 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1166/1196 modules 30 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/is-function/index.js
<s> [webpack.Progress] 68% building 1166/1197 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_listCacheDelete.js
<s> [webpack.Progress] 68% building 1167/1197 modules 30 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_listCacheDelete.js
<s> [webpack.Progress] 68% building 1167/1198 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isPlainObject.js
<s> [webpack.Progress] 68% building 1168/1198 modules 30 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isPlainObject.js
<s> [webpack.Progress] 68% building 1168/1199 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBind.js
<s> [webpack.Progress] 68% building 1168/1200 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArrayLikeObject.js
<s> [webpack.Progress] 68% building 1169/1200 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArrayLikeObject.js
<s> [webpack.Progress] 68% building 1170/1200 modules 30 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArrayLikeObject.js
<s> [webpack.Progress] 68% building 1171/1200 modules 29 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArrayLikeObject.js
<s> [webpack.Progress] 68% building 1172/1200 modules 28 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/isArrayLikeObject.js
<s> [webpack.Progress] 68% building 1172/1201 modules 29 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_initCloneObject.js
<s> [webpack.Progress] 68% building 1172/1202 modules 30 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseHasIn.js
<s> [webpack.Progress] 68% building 1172/1203 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_hasPath.js
<s> [webpack.Progress] 68% building 1172/1204 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/telejson/node_modules/isobject/index.js
<s> [webpack.Progress] 68% building 1172/1205 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-fast-compare/index.js
<s> [webpack.Progress] 68% building 1172/1206 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_copyArray.js
<s> [webpack.Progress] 68% building 1172/1207 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseGet.js
<s> [webpack.Progress] 68% building 1172/1208 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_cloneTypedArray.js
<s> [webpack.Progress] 68% building 1172/1209 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_defineProperty.js
<s> [webpack.Progress] 68% building 1172/1210 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_cloneBuffer.js
<s> [webpack.Progress] 68% building 1172/1211 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_copyObject.js
<s> [webpack.Progress] 68% building 1173/1211 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_copyObject.js
<s> [webpack.Progress] 68% building 1174/1211 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_copyObject.js
<s> [webpack.Progress] 68% building 1175/1211 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_copyObject.js
<s> [webpack.Progress] 68% building 1175/1212 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/components/active.js
<s> [webpack.Progress] 68% building 1175/1213 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1176/1213 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1177/1213 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1178/1213 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1179/1213 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1180/1213 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1181/1213 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1182/1213 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 1182/1214 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/reactcss/lib/components/hover.js
<s> [webpack.Progress] 68% building 1182/1215 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/toNumber.js
<s> [webpack.Progress] 68% building 1182/1216 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/now.js
<s> [webpack.Progress] 68% building 1182/1217 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/slider/SliderSwatch.js
<s> [webpack.Progress] 68% building 1182/1218 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_baseIsTypedArray.js
<s> [webpack.Progress] 68% building 1182/1219 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_nodeUtil.js
<s> [webpack.Progress] 68% building 1183/1219 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_nodeUtil.js
<s> [webpack.Progress] 68% building 1184/1219 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_nodeUtil.js
<s> [webpack.Progress] 68% building 1185/1219 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_nodeUtil.js
<s> [webpack.Progress] 68% building 1186/1219 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash-es/_nodeUtil.js
